report_date,market_name,contract_code,open_interest,dealer_long,dealer_short,asset_manager_long,asset_manager_short,leveraged_long,leveraged_short,other_long,other_short,nonreportable_long,nonreportable_short,symbol,available_at,leveraged_net,leveraged_net_pct_oi,leveraged_weekly_change,leveraged_percentile,leveraged_zscore,asset_manager_net,asset_manager_net_pct_oi,asset_manager_weekly_change,asset_manager_percentile,asset_manager_zscore,dealer_net,dealer_net_pct_oi,dealer_weekly_change,other_net,other_net_pct_oi,other_weekly_change,nonreportable_net,nonreportable_net_pct_oi,nonreportable_weekly_change,date,close,price_sma,price_momentum,price_normalized,state,extreme_direction,proxy_symbol
2018-09-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,648498,47391,115689,286995,170071,57027,99386,24695,41489,93273,82747,ES,2018-09-07 15:30:00-04:00,-42359,-6.531862858482216,-1.7933948434508595,53.84615384615385,0.12971032708255606,116924,18.02997079405025,1.5326235684746585,64.74358974358975,0.41769357364903353,-68298,-10.53172099220044,-0.7136697444368796,-16794,-2.5896764523560596,0.3899742605190277,10526,1.6231353065082699,0.5841577854439408,,,,,,NORMAL,,SPY
2018-09-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,653358,48262,122423,285319,164260,55989,97582,24336,40128,94143,83656,ES,2018-09-14 15:30:00-04:00,-41593,-6.366035159897025,0.16582769858519164,56.41025641025641,0.16463871394386678,121059,18.528739221070225,0.49876842701997504,67.94871794871796,0.49301835096157176,-74161,-11.350744920855028,-0.8190239286545893,-15792,-2.417051601113019,0.1726248512430404,10487,1.6050924607948476,-0.018042845713422295,,,,,,NORMAL,,SPY
2018-09-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,726708,43093,126642,298056,165095,46783,88798,25619,41143,94168,86039,ES,2018-09-21 15:30:00-04:00,-42015,-5.781551875030962,0.5844832848660628,61.53846153846154,0.3053231296940862,132961,18.2963446115909,-0.232394609479325,66.66666666666666,0.4436253421593054,-83549,-11.49691485438443,-0.14616993352940177,-15524,-2.136208766106882,0.2808428350061374,8129,1.1186060976348133,-0.48648636316003424,,,,,,NORMAL,,SPY
2018-09-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,579634,24225,133900,311899,157675,37725,87414,26140,36177,69924,54746,ES,2018-09-28 15:30:00-04:00,-49689,-8.572478495050325,-2.7909266200193628,33.33333333333333,-0.4151203721512861,154224,26.607134847162175,8.310790235571275,97.43589743589743,1.862169153258035,-109675,-18.921422828888574,-7.424507974504143,-10037,-1.731609946966534,0.4045988191403478,15178,2.6185489464041103,1.499942848769297,2018-10-01,270.6300048828125,275.6419982910156,-0.002396025875144542,609.4412495601689,NORMAL,,SPY
2018-10-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,590542,25199,136027,311059,157539,40673,83248,27665,37758,66230,56254,ES,2018-10-05 15:30:00-04:00,-42575,-7.209478750029634,1.3629997450206908,45.51282051282051,-0.0764172682392087,153520,25.99645749159247,-0.610677355569706,96.15384615384616,1.728089341700495,-110828,-18.767166433547487,0.15425639534108626,-10093,-1.7091079042642183,0.022502042702315705,9976,1.6892955962488696,-0.9292533501552407,,,,,,NORMAL,,SPY
2018-10-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,611580,30974,136295,293335,161344,45865,77897,30385,37581,74113,61556,ES,2018-10-12 15:30:00-04:00,-32032,-5.237581346675824,1.9718974033538101,63.46153846153846,0.4221966897419196,131991,21.581968017266753,-4.414489474325716,78.2051282051282,0.9506563931997383,-105321,-17.22113214951437,1.5460342840331158,-7196,-1.176624480852873,0.5324834234113454,12557,2.0532064488701396,0.36391085262127,,,,,,NORMAL,,SPY
2018-10-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,627161,46100,137180,263905,176118,59370,63365,34331,39508,72455,59989,ES,2018-10-19 15:30:00-04:00,-3995,-0.6369975173838934,4.6005838292919305,95.51282051282051,1.6439903307446238,87787,13.997522167354155,-7.584445849912598,41.02564102564102,-0.34128764198636435,-91080,-14.522586704211518,2.6985454453028535,-5177,-0.8254658692106174,0.3511586116422556,12466,1.9876873721420816,-0.06551907672805801,,,,,,EXTREME_LONG,long,SPY
2018-10-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,634547,56174,134527,249043,176977,70716,78149,39381,38656,73314,60319,ES,2018-10-26 15:30:00-04:00,-7433,-1.1713868318658822,-0.5343893144819888,90.38461538461539,1.497756136436807,72066,11.357078356685951,-2.640443810668204,23.717948717948715,-0.7852755029894143,-78353,-12.347863909213975,2.1747227949975425,725,0.11425473605580044,0.9397206052664178,12995,2.047917648338106,0.06023027619602428,2018-11-01,275.6499938964844,275.0169982910156,-0.020189787604892314,620.7459398091133,EXTREME_LONG,long,SPY
2018-10-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,651135,53504,132918,234431,178684,78152,76831,43564,37484,73078,56811,ES,2018-11-02 15:30:00-04:00,1321,0.20287651562272033,1.3742633474886026,97.43589743589743,1.871783839472474,55747,8.561511821665245,-2.795566535020706,11.538461538461538,-1.2480620437770236,-79414,-12.196241946754514,0.1516219624594619,6080,0.9337541370069187,0.8194994009511183,16267,2.4982530504426887,0.4503354021045829,,,,,,EXTREME_LONG,long,SPY
2018-11-06,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,642723,53120,119753,242467,177852,61745,76356,38759,33841,72727,61016,ES,2018-11-09 15:30:00-05:00,-14611,-2.273296583442634,-2.4761730990653543,87.82051282051282,1.1715717624019786,64615,10.053320014998686,1.4918081933334406,19.230769230769234,-0.9807548782417078,-66633,-10.367296642566082,1.8289453041884318,4918,0.7651818901766391,-0.1685722468302796,11711,1.8220913208333918,-0.676161729609297,,,,,,UNWINDING_LONG,long,SPY
2018-11-13,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,648679,53675,126375,251745,171114,57644,79878,36386,32094,71394,61383,ES,2018-11-16 15:30:00-05:00,-22234,-3.4275812844257327,-1.1542847009830988,81.41025641025641,0.8405093865385632,80631,12.430030878138494,2.3767108631398077,34.61538461538461,-0.572275895265725,-72700,-11.20739225410411,-0.8400956115380289,4292,0.6616523735160226,-0.1035295166606165,10011,1.5432902868753267,-0.2788010339580651,,,,,,UNWINDING_LONG,long,SPY
2018-11-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,668984,56264,145201,245924,172785,61711,69015,40206,33280,74847,58672,ES,2018-11-23 15:30:00-05:00,-7304,-1.091804886215515,2.3357763982102178,91.02564102564102,1.5080450134136991,73139,10.932847422359877,-1.4971834557786163,23.717948717948715,-0.8214992138115801,-88937,-13.294338878059865,-2.086946623955754,6926,1.0353012927065521,0.37364891919052956,16175,2.4178455688028415,0.8745552819275149,,,,,,EXTREME_LONG,long,SPY
2018-11-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,667115,60586,138467,243211,169324,65123,71188,29562,33838,74130,59796,ES,2018-11-30 15:30:00-05:00,-6065,-0.9091386042886159,0.18266628192689904,92.94871794871796,1.5407881468145659,73887,11.075601657885072,0.14275423552519406,24.358974358974358,-0.793422581459751,-77881,-11.674299033899702,1.6200398441601624,-4276,-0.640968948382213,-1.676270241088765,14334,2.1486550294926663,-0.2691905393101752,2018-12-01,249.9199981689453,272.84399871826173,-0.1391271390214402,562.8036552713758,EXTREME_LONG,long,SPY
2018-12-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,681655,57627,132580,242667,156733,61719,77112,24449,33002,81147,68182,ES,2018-12-07 15:30:00-05:00,-15393,-2.258180457856247,-1.349041853567631,86.53846153846155,1.1304131103606012,85934,12.606670529813469,1.5310688719283974,36.53846153846153,-0.5334384514281313,-74953,-10.995738313369667,0.6785607205300348,-8553,-1.2547403011787488,-0.6137713527965358,12965,1.9019885425911935,-0.24666648690147275,,,,,,UNWINDING_LONG,long,SPY
2018-12-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,693855,61969,135867,232841,167882,72862,68764,24822,34147,83330,69164,ES,2018-12-14 15:30:00-05:00,4098,0.5906133125797177,2.8487937704359645,99.35897435897436,1.932633776108957,64959,9.362042501675422,-3.244628028138047,16.666666666666664,-1.0743798774710938,-73898,-10.650352018793551,0.3453862945761159,-9325,-1.3439407368974785,-0.08920043571872971,14166,2.0416369414358906,0.13964839884469704,,,,,,EXTREME_LONG,long,SPY
2018-12-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,709900,57277,151647,232184,168240,80565,63132,27874,35966,97091,76005,ES,2018-12-21 15:30:00-05:00,17433,2.455697985631779,1.8650846730520614,99.35897435897436,2.431048891604602,63944,9.007465840259192,-0.35457666141623,14.743589743589745,-1.1310885336436456,-94370,-13.293421608677278,-2.6430695898837264,-8092,-1.1398788561769264,0.2040618807205521,21086,2.970277503873785,0.9286405624378946,,,,,,EXTREME_LONG,long,SPY
2018-12-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,588676,35444,184595,255424,152732,88617,56840,28797,37829,78471,54756,ES,2018-12-27 15:30:00-05:00,31777,5.398045784098553,2.942347798466774,100.0,3.1905210718931705,102692,17.4445705277606,8.437104687501408,59.61538461538461,0.2788433674188328,-149151,-25.336687753535053,-12.043266144857775,-9032,-1.534290509550245,-0.3944116533733186,23715,4.028531823957491,1.0582543200837056,2019-01-01,269.92999267578125,273.5219985961914,-0.07151213696211746,607.8648673909219,EXTREME_LONG,long,SPY
2018-12-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,575768,34722,173059,260710,140469,59873,55615,32491,35574,77993,61072,ES,2019-01-03 15:30:00-05:00,4258,0.7395339789637493,-4.658511805134804,98.07692307692307,1.8143488550166167,120241,20.883585055091633,3.4390145273310324,76.92307692307693,0.8482069443226332,-138337,-24.026517625154575,1.3101701283804772,-3083,-0.5354587264314793,0.9988317831187657,16921,2.938857317530672,-1.0896745064268187,,,,,,EXTREME_LONG,long,SPY
2019-01-08,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,573742,31325,155897,261752,134838,47599,54769,30940,33715,80794,73191,ES,2019-01-11 15:30:00-05:00,-7170,-1.2496906274945883,-1.9892246064583374,85.25641025641025,1.2481230110673989,126914,22.120395578500442,1.2368105234088098,82.05128205128204,1.0428701808439285,-124572,-21.712198165726058,2.3143194594285177,-2775,-0.4836668746579473,0.051791851773532016,7603,1.3251600893781526,-1.6136972281525195,,,,,,UNWINDING_LONG,long,SPY
2019-01-15,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,585987,37825,138881,261757,135310,45443,63257,25119,36439,82907,79164,ES,2019-01-18 15:30:00-05:00,-17814,-3.0399991808692,-1.7903085533746117,78.2051282051282,0.7511215085510838,126447,21.57846505127247,-0.5419305272279722,76.92307692307693,0.9398999429178386,-101056,-17.245433772421574,4.466764393304484,-11320,-1.931783469599155,-1.4481165949412076,3743,0.6387513716174591,-0.6864087177606935,,,,,,UNWINDING_LONG,long,SPY
2019-01-22,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,595185,40018,132356,257347,131300,51212,67577,20262,38314,83751,83043,ES,2019-01-25 15:30:00-05:00,-16365,-2.749565261221301,0.2904339196478989,80.12820512820514,0.8192548634724194,126047,21.17778505842721,-0.4006799928452587,75.64102564102564,0.8615169107827723,-92338,-15.514167863773448,1.7312659086481261,-18052,-3.033006544183741,-1.1012230745845861,708,0.11895461075127901,-0.5197967608661801,2019-02-01,278.67999267578125,274.93899688720705,0.029745363218149204,627.5693008884589,NORMAL,,SPY
2019-01-29,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,599443,39452,134724,250979,127462,55291,64680,20601,43048,87775,84184,ES,2019-02-01 15:30:00-05:00,-9389,-1.5662873701085842,1.1832778911127169,84.61538461538461,1.1285479632668236,123517,20.605295249089572,-0.5724898093376396,71.15384615384616,0.7546343650062934,-95272,-15.893421059216639,-0.3792531954431908,-22447,-3.7446429435325794,-0.7116363993488384,3591,0.5990561237682315,0.4801015130169525,2019-02-01,278.67999267578125,274.93899688720705,0.029745363218149204,627.5693008884589,NORMAL,,SPY
2019-02-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,592490,46279,103239,247016,130459,45860,74699,19146,50477,89379,88805,ES,2019-02-08 15:30:00-05:00,-28839,-4.867423922766629,-3.3011365526580447,57.692307692307686,0.21808796857137042,116557,19.672399534169354,-0.9328957149202175,67.94871794871796,0.586085508210191,-56960,-9.613664365643302,6.279756693573336,-31331,-5.288021738763524,-1.5433787952309443,574,0.09687927222400378,-0.5021768515442278,,,,,,NORMAL,,SPY
2019-02-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,591539,50998,97852,246106,136934,42009,66769,18470,51168,89737,94597,ES,2019-02-15 15:30:00-05:00,-24760,-4.185691898589949,0.6817320241766796,64.1025641025641,0.3967584375306389,109172,18.45558788177956,-1.2168116523897936,62.17948717948718,0.3681248927940256,-46854,-7.92069500066775,1.6929693649755526,-32698,-5.527615254446452,-0.23959351568292853,-4860,-0.8215857280754101,-0.9184650002994139,,,,,,NORMAL,,SPY
2019-02-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,589295,55310,95234,245875,138430,39247,69719,16784,51121,94879,97591,ES,2019-02-22 15:30:00-05:00,-30472,-5.170924579370264,-0.9852326807803147,53.84615384615385,0.11782171053821908,107445,18.23280360430684,-0.22278427747271934,60.256410256410255,0.31989740354035434,-39924,-6.774875062574772,1.1458199380929779,-34337,-5.826793032352217,-0.29917777790576494,-2712,-0.46021093000958774,0.36137479806582234,2019-03-01,282.4800109863281,276.0929977416992,0.024777860479143148,636.1266960986981,NORMAL,,SPY
2019-02-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,603122,48665,104363,256609,130509,41995,75377,17077,53607,94222,94712,ES,2019-03-01 15:30:00-05:00,-33382,-5.534866909182553,-0.36394232981228924,50.0,0.010505383514107295,126100,20.90787601845066,2.67507241414382,75.0,0.7749683156688123,-55698,-9.23494748989425,-2.460072427319478,-36530,-6.056817691942924,-0.23002465959070673,-490,-0.08124392743093437,0.37896700257865334,2019-03-01,282.4800109863281,276.0929977416992,0.024777860479143148,636.1266960986981,NORMAL,,SPY
2019-03-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,571144,47232,103058,255679,127714,46771,77462,18166,56221,76107,79500,ES,2019-03-08 15:30:00-05:00,-30691,-5.373601053324555,0.16126585585799802,50.641025641025635,0.048996932362268125,127965,22.40503270628773,1.4971566878370695,82.6923076923077,1.0269873479178593,-55826,-9.774417659994677,-0.5394701701004276,-38055,-6.662943145686552,-0.606125453743628,-3393,-0.5940708472819464,-0.512826919851012,,,,,,NORMAL,,SPY
2019-03-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,620260,37294,107472,258648,121869,43686,70626,17119,54146,84386,87020,ES,2019-03-15 15:30:00-04:00,-26940,-4.343339889723664,1.0302611636008914,61.53846153846154,0.328661353278605,136779,22.05188146906136,-0.35315123722637054,80.76923076923077,0.955183223106473,-70178,-11.314287556831006,-1.5398698968363291,-37027,-5.9695933963176735,0.6933497493688785,-2634,-0.4246606261890175,0.16941022109292886,,,,,,NORMAL,,SPY
2019-03-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,520024,44218,124814,278096,125293,40446,77158,16936,53444,66144,65132,ES,2019-03-22 15:30:00-04:00,-36712,-7.059674168884513,-2.716334279160849,33.33333333333333,-0.42876429372677427,152803,29.383836130640123,7.331954661578763,99.35897435897436,2.258962714064385,-80596,-15.498515453132931,-4.184227896301925,-36508,-7.020445210221067,-1.0508518139033933,1012,0.1946064027814101,0.6192670289704276,,,,,,NORMAL,,SPY
2019-03-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,526058,47723,136092,271531,119075,45050,69708,15768,54557,71884,72524,ES,2019-03-29 15:30:00-04:00,-24658,-4.687315847302009,2.372358321582504,58.333333333333336,0.22251420833001367,152456,28.980834812891356,-0.40300131774876746,98.71794871794873,2.142335608864102,-88369,-16.798337825867108,-1.2998223727341767,-38789,-7.373521550855609,-0.3530763406345425,-640,-0.12165958886662688,-0.316265991648037,2019-04-01,294.0199890136719,278.3669967651367,0.17645643072914508,662.1139794818789,NORMAL,,SPY
2019-04-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,533116,52865,137775,274615,119906,43609,76874,15173,53229,72295,70772,ES,2019-04-05 15:30:00-04:00,-33265,-6.2397301900524464,-1.5524143427504375,43.58974358974359,-0.22429230083129523,154709,29.01976305344428,0.038928240552923654,98.71794871794873,2.1127936201604967,-84910,-15.927115299484539,0.871222526382569,-38056,-7.138408901627413,0.23511264922819652,1523,0.28567891415751917,0.40733850302414604,,,,,,NORMAL,,SPY
2019-04-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,540171,58155,142966,274617,115936,45296,77523,15589,56255,68105,69082,ES,2019-04-12 15:30:00-04:00,-32227,-5.966073706289305,0.27365648376314144,45.51282051282051,-0.15482609415192033,158681,29.376067948853233,0.3563048954089538,98.71794871794873,2.1420356940703336,-84811,-15.700768830611047,0.2263464688734924,-40666,-7.528356761099726,-0.38994785947231314,-977,-0.18086865085315576,-0.46654756501067496,,,,,,NORMAL,,SPY
2019-04-16,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,559143,56276,152347,282487,115729,46949,80545,16755,55947,75442,73341,ES,2019-04-19 15:30:00-04:00,-33596,-6.008480835850579,-0.04240712956127357,44.871794871794876,-0.1742173642684711,166758,29.82385543590817,0.447787487054935,99.35897435897436,2.1826723338382625,-96071,-17.181830050631056,-1.4810612200200097,-39192,-7.009298158074053,0.5190586030256732,2101,0.3757536086475195,0.5566222595006752,,,,,,NORMAL,,SPY
2019-04-23,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,575717,57740,156062,282108,120065,51407,75699,16370,56454,79496,78840,ES,2019-04-26 15:30:00-04:00,-24292,-4.2194342011787045,1.789046634671874,62.82051282051282,0.3295072213022875,162043,28.146294099357846,-1.6775613365503226,95.51282051282051,1.8472135344371277,-98322,-17.07818250980951,0.10364754082154803,-40084,-6.962448564138283,0.04684959393576982,656,0.11394487222020541,-0.26180873642731406,2019-05-01,275.2699890136719,277.76099700927733,0.01978289364940861,619.8901934157284,NORMAL,,SPY
2019-04-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,571216,54367,158481,282130,121678,49586,67011,16014,57832,76975,74072,ES,2019-05-03 15:30:00-04:00,-17425,-3.0505097896417466,1.168924411536958,75.64102564102564,0.6586474625771113,160452,28.089549312344193,-0.0567447870136526,94.87179487179486,1.8053570981444633,-104114,-18.22673034368785,-1.148547833878343,-41818,-7.32087336489174,-0.35842480075345673,2903,0.5082140556286939,0.3942691834084885,,,,,,NORMAL,,SPY
2019-05-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,568612,58192,149343,275432,121426,48261,65288,14702,59821,76459,77169,ES,2019-05-10 15:30:00-04:00,-17027,-2.9944848156563704,0.0560249739853762,77.56410256410257,0.6665649832386583,154006,27.08454974569654,-1.0049995666476548,94.23076923076923,1.605458329194772,-91151,-16.03043903399858,2.196291309689272,-45119,-7.934936301027766,-0.6140629361360261,-710,-0.12486546186151541,-0.6330795174902093,,,,,,NORMAL,,SPY
2019-05-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,571543,57597,142876,268819,124160,48584,74155,21707,57891,75563,73188,ES,2019-05-17 15:30:00-04:00,-25571,-4.474029075677596,-1.4795442600212252,57.05128205128205,0.2355110394120817,144659,25.310256621111623,-1.774293124584915,89.1025641025641,1.2811305739727359,-85279,-14.92083710237025,1.1096019316283297,-36184,-6.330932230820778,1.6040040702069875,2375,0.4155417877570017,0.540407249618517,,,,,,NORMAL,,SPY
2019-05-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,13874+,571843,56480,134567,268270,126169,46476,75025,23252,61184,74499,72032,ES,2019-05-24 15:30:00-04:00,-28549,-4.992454222575077,-0.5184251468974814,51.28205128205128,0.07776189648199569,142101,24.84965278931455,-0.46060383179707287,86.53846153846155,1.18623606920822,-78087,-13.65532147809801,1.2655156242722398,-37932,-6.633289207002622,-0.30235697618184343,2467,0.43141211836115856,0.01587033060415688,,,,,,NORMAL,,SPY
